Headline,Date,Content,scores,compound_scores
Sterling resists the weight of UK rate cut speculation,Jan 21 2020,"LONDON () - The swift repricing of short-dated UK interest rate futures has sent bond yields plunging but barely moved sterling, which is still holding out hopes of a post-election, post-Brexit inward investment bounce that will lift the pound in time.     On Jan. 9, money markets saw just a 20% chance of an interest rate cut this month. But by Jan. 17, dismal UK growth and inflation readings from late 2019 and a series of speeches from Bank of England chief Mark Carney and at least three of his policymaking colleagues pushed those easing expectations to 70%. (Graphic: UK economic growth weakest since 2012 in November: ) (Graphic: Money markets price UK interest rate cut: ) Gilt markets responded with a roughly 25 basis point fall in yields. But sterling, which would typically weaken on the prospect of lower rates, slipped by less than 1%.  “We do not often see such a dichotomy between gilts and sterling,” said Neil Jones, head of hedge fund sales at Mizuho. “The explanation would lie in the gilt market focusing heavily upon interest rate expectations while the pound ... is also looking at other factors such as longer-term investor inflows.”  Bullish sterling bets rose to 21-month highs in the week to Jan. 14, according to the U.S. Commodity Futures Trading Commission, and speculators are now substantially net ‘long' of pounds. Derivatives markets also show little sign of worry — for the first time since October, there's an implied volatility premium to buy one-month sterling ‘calls' over puts — options conferring the right to buy and sell, respectively. GBP1MRR=FN (Graphic: Sterling risk reversals: ) Sterling remains sensitive to developments following Brexit on Jan. 31, however, while Carney's replacement as central bank governor by Andrew Bailey next month is another source of potential uncertainty.  The pound relapsed below $1.30 on Monday after comments by finance minister Sajid Javid revived fears that Britain and the European Union will not have agreed a trade deal before the post-Brexit transition period expires at year-end. It has recovered since.  Investors have mostly shunned Britain since the 2016 referendum vote to leave the EU, pulling around $30 billion from UK shares, according to EPFR data, while firms borrowing on bond markets have been saddled with a ‘Brexit premium'.  Direct investment from abroad dropped 6% last year, United Nations data showed on Monday, after a 36% plunge in 2018. But relief that Brexit is happening with a political agreement in place and commitment to talks on a trade deal is encouraging hopes of some rebalancing toward UK assets within international portfolios.  A rate cut would lift those assets further, offsetting the impact on sterling.   What's more, the March 11 budget should bring some big fiscal stimulus. The government has pledged the largest public services spending increases in 15 years, with plans to spend 3% of annual output on infrastructure, almost double historical averages. “Even if the BOE cuts rates, fiscal policy will be supportive and that suggests upside for sterling,” said Sarah Hewin, chief Europe economist at Standard Chartered, who expects the BOE to cut next week then stop.  She noted that the data which drove the money market shift — growth, inflation and retail sales — were from before Dec. 12's election, so would not reflect the upticks registered by some post-election surveys on business confidence and housing. Flash January Purchasing Managers' Index (PMI) readings on Friday will be the first significant indicator of business sentiment after the election. “The broader theme is yes, the BoE may cut but this ought to be enough to allow the economy to stabilise,” Hewin added.  Some argue that gilts reacted to a clearly dovish signal from policymakers who had until now mostly implied rates could move either way. That left short-dated yields more or less tracking the 0.75% Bank Rate, said Marc Ostwald, global strategist at ADM Investor Services.  “The adjustment in the gilt curve is all about having somewhat greater clarity on where rates are likely to go over the next six to 12 months,” Ostwald said. Sterling has meanwhile been the main Brexit barometer, he said, with the possibility of crashing out of the EU keeping the currency languishing well off pre-referendum levels of $1.50. On a “real” basis too — against the currencies of Britain's trade partners — sterling remains below its long-term average. Fair value is around $1.40, Hewin reckons. (Graphic: Sterling cheap on a historical basis: ) Of course, the build-up in ‘long' positions makes sterling vulnerable should data, BOE signals or trade headlines disappoint.  UK economic surprises, reflected by a Citi index, are already the most negative since August, contrasting with positive momentum almost everywhere else.  (Graphic: UK remains outlier in economic surprises rebound: )  Ned Rumpeltin at TD Securities expects a sober reassessment to dull sterling's election-led cheer.  “While we are quick to note that the relationship between rates and currency has diminished greatly in recent months, we do not think sterling can completely ignore the BoE's monetary policy cues for much longer,” he told clients. ","{'neg': 0.078, 'neu': 0.795, 'pos': 0.128, 'compound': 0.9927}",0.9927
"RPT-China's stocks hit 2-week trough, yuan crumbles as virus fears spread",Jan 21 2020,"(Repeats to additional subscribers) * China confirms 4 deaths, spread of new virus before long holiday * Shanghai index, blue-chips shed 1%, biggest daily fall since Nov * Airlines, casino stocks tank but drugmakers, healthcare climb * Yuan set for worst day since Aug; Moody's downgrades drags Hong Kong By Noah Sin and Winni Zhou HONG KONG/SHANGHAI, Jan 21 () - China shares fell to their two-week lows and the yuan headed for its worst day in five-months on Tuesday on mounting worries about the spread of a new virus that has killed four people so far in the country. The virus, which authorities confirmed spreads through human contact, broke out just ahead of the Lunar New Year holiday in the central city of Wuhan and has spread to Beijing, Shanghai and other cities, with more than 200 cases reported so far. Mainland China's financial markets will be closed during the holiday between Jan. 24 and 31. “The ultimate fear is that this may spread with the tremendous human flow during the holiday,” said Alex Wong, managing director at Ample Finance in Hong Kong. “The selling originated in travel related stocks and is now spreading out.” The Shanghai Composite Index ended down 1.4%, hitting its lowest point so far this year, while the blue-chip CSI300 dropped 1.7% to a two-week low. Both benchmarks recorded their largest daily losses since Nov. 11, 2019, paring gains made on the back of investor optimism after the U.S.-China interim trade deal. Shares of airlines, cinema and casino operators fell. But drugmakers across Chinese exchanges gained. The CSI 300 healthcare index rose 0.6%. In Hong Kong, the Moody's downgrade of the city further weighed on the stock market, which ended down 2.8% - its largest daily fall since early August and at its lowest closing level in a month. Remarks by Chinese President Xi Jinping to make curbing the outbreak a top priority drew investors' attention to the depth of the crisis, adding to selling pressure, said an onshore-based broker. The virus evoked memories of the 2002/03 outbreak of Severe Acute Respiratory Syndrome (SARS), which also originated in China and killed hundreds globally. But Zhang Qi, a Shanghai-based analyst at Haitong Securities, said the Wuhan virus does not yet warrant a sell-off. “We have more experience in dealing with diseases,” he said. “We will need to watch whether it spreads further, but so far the scale is not that big.” YUAN U-TURN Risk-off vibes also punished Chinese currency. The onshore yuan, down 0.6%, was on track for its worst daily drop since August and posted its weakest onshore close in over a week at 6.9065 per dollar. It slid almost 0.7% in offshore trading. The currency was on a tear earlier this month as China pledged to refrain from competitive devaluation, in a major de-escalation of trade tensions with Washington. “Currently, (the Wuhan) virus might be the only reason explaining why market sentiment has changed all of a sudden,” a trader at a foreign bank in Shanghai said of the yuan's U-turn. Several traders in Shanghai said the trade deal-inspired appreciation was overdone, while noting that dollar demand usually rises among Chinese households and companies near the Lunar New Year for payments and overseas trips. ","{'neg': 0.149, 'neu': 0.79, 'pos': 0.061, 'compound': -0.996}",-0.996
"China's stocks hit 2-week trough, yuan crumbles as virus fears spread",Jan 21 2020,"(Adds stock indexes' daily losses milestones in paragraph 4, Hong Kong close in paragraph 7, onshore yuan close in paragraph 16) * China confirms 4 deaths, spread of new virus before long holiday * Shanghai index, blue-chips shed 1%, biggest daily fall since Nov * Airlines, casino stocks tank but drugmakers, healthcare climb * Yuan set for worst day since Aug; Moody's downgrades drags Hong Kong By Noah Sin and Winni Zhou HONG KONG/SHANGHAI, Jan 21 () - China shares fell to their two-week lows and the yuan headed for its worst day in five-months on Tuesday on mounting worries about the spread of a new virus that has killed four people so far in the country. The virus, which authorities confirmed spreads through human contact, broke out just ahead of the Lunar New Year holiday in the central city of Wuhan and has spread to Beijing, Shanghai and other cities, with more than 200 cases reported so far. Mainland China's financial markets will be closed during the holiday between Jan. 24 and 31. “The ultimate fear is that this may spread with the tremendous human flow during the holiday,” said Alex Wong, managing director at Ample Finance in Hong Kong. “The selling originated in travel related stocks and is now spreading out.” The Shanghai Composite Index ended down 1.4%, hitting its lowest point so far this year, while the blue-chip CSI300 dropped 1.7% to a two-week low. Both benchmarks recorded their largest daily losses since Nov. 11, 2019, paring gains made on the back of investor optimism after the U.S.-China interim trade deal. Shares of airlines, cinema and casino operators fell. But drugmakers across Chinese exchanges gained. The CSI 300 healthcare index rose 0.6%. In Hong Kong, the Moody's downgrade of the city further weighed on the stock market, which ended down 2.8% - its largest daily fall since early August and at its lowest closing level in a month. Remarks by Chinese President Xi Jinping to make curbing the outbreak a top priority drew investors' attention to the depth of the crisis, adding to selling pressure, said an onshore-based broker. The virus evoked memories of the 2002/03 outbreak of Severe Acute Respiratory Syndrome (SARS), which also originated in China and killed hundreds globally. But Zhang Qi, a Shanghai-based analyst at Haitong Securities, said the Wuhan virus does not yet warrant a sell-off. “We have more experience in dealing with diseases,” he said. “We will need to watch whether it spreads further, but so far the scale is not that big.” YUAN U-TURN Risk-off vibes also punished Chinese currency. The onshore yuan, down 0.6%, was on track for its worst daily drop since August and posted its weakest onshore close in over a week at 6.9065 per dollar. It slid almost 0.7% in offshore trading. The currency was on a tear earlier this month as China pledged to refrain from competitive devaluation, in a major de-escalation of trade tensions with Washington. “Currently, (the Wuhan) virus might be the only reason explaining why market sentiment has changed all of a sudden,” a trader at a foreign bank in Shanghai said of the yuan's U-turn. Several traders in Shanghai said the trade deal-inspired appreciation was overdone, while noting that dollar demand usually rises among Chinese households and companies near the Lunar New Year for payments and overseas trips. ","{'neg': 0.148, 'neu': 0.793, 'pos': 0.059, 'compound': -0.9962}",-0.9962
Baring Private Equity closes Asia buyout fund at $6.5 billion,Jan 21 2020,"HONG KONG () - Hong Kong-based Baring Private Equity Asia closed its seventh private equity fund at $6.5 billion, its largest to date, the firm said Tuesday. The fund size exceeded Baring's initial target by $1 billion and is 60% bigger than the firm's previous fund, it said. The new fund will continue to focus on mid- and large-cap buyouts in the region, targeting healthcare, education, IT services & software, business services, financial services, consumer, and advanced manufacturing sectors. The majority of the capital came from pension funds and sovereign wealth funds, Baring said. Formed in 1997, Baring has become one of Asia's largest private equity investment houses with total committed capital of more than $18 billion. It has announced at least six investments in the past year, including in Israeli medical device maker Lumenis, South Korean consumer finance and leasing company Acuon Capital and a healthcare subsidiary of JD.COM Inc (). It is currently planning to sell portfolio company HCP Pakaging in a deal that could value the business at more than $1 billion, people familiar with the situation told . Baring, which declined to comment on the deal, bought the business from TPG in 2015 for $775 million,  reported at the time. ","{'neg': 0.0, 'neu': 0.953, 'pos': 0.047, 'compound': 0.8271}",0.8271
"Tunisia's designated PM vows to tackle economic, social ills",Jan 21 2020,"TUNIS () - Tunisia's new designated prime minister Elyes Fakhfakh said he would form a smaller cabinet than in previous governments and combat poverty and marginalization of poorer regions.  President Kais Saied named the former finance and tourism minister as his choice for premier on Monday, giving him a month to form a government that can win majority support in the deeply fragmented parliament.  Speaking late on Monday, Fakhfakh said his cabinet would try to meet the aspirations of the 2011 revolution that introduced democracy, citing the October election of Saied as evidence Tunisians wanted big change.  “We will work... to establish the conditions for a fair and strong state, a state that will reward weaker regions and weaker neighborhoods and end decades of poverty and marginalization,” he said.  The economy has languished since the revolution, with low growth, high state deficits and debt, mounting unemployment and declining public services that have caused many Tunisians to lose faith in politics.  “We will focus all our forces on raising the priority challenges, social and economic, and strengthening democracy,” he added.  Tunisia needs to borrow about $3 billion internationally in 2020 to meet spending commitments, and faces strong pressure from international lenders to cut spending.  Addressing Fakhfakh in published comments, Saied said: “Remember the martyrs. Heed the cry of the unemployed and the cry of the poor”.  Saied named the former Total employee after the parliament this month rejected a government proposed by Habib Jemli, who was designated prime minister in November.  Jemli was nominated by the moderate Islamist Ennahda party, a member of successive governments since the revolution, after it came first in the October elections with 53 of the 217 seats.  However, he was not able to win enough support from other parties for his proposed cabinet, giving President Saied the opportunity to designate his own choice for premier.  His selection of Fakhfakh came despite the wishes of most parties in parliament, which showed more support for two other candidates. He now has a month to form a government and put it to a confidence vote. If he loses, there will be another election.  ","{'neg': 0.11, 'neu': 0.742, 'pos': 0.148, 'compound': 0.9409}",0.9409
Talks on tech tax with U.S. still difficult: France's Le Maire,Jan 21 2020,"BRUSSELS () - Talks between France and the United States on taxing digital companies “remained difficult”, French Finance Minister Bruno Le Maire said on Tuesday, despite a pledge by the two countries to avoid a trade war until at least the end of this year. Le Maire said France's target was still to impose a minimum tax rate on companies that at the moment pay no levies or too little, in line with a proposal put forward last year by the Organisation for the Economic Cooperation and Development (OECD). As talks at international level failed to make quick progress, France decided in July to apply a 3% levy on revenue from digital services earned in France by firms with revenues of more than 25 million euros ($28 million) in France and 750 million euros worldwide.  As many of those firms are U.S. companies, Washington has threatened to impose taxes on key French products in response. The U.S. Trade Representative's office said last month the French tax was “inconsistent with prevailing principles of international tax policy, and is unusually burdensome for affected U.S. companies,” including Alphabet Inc's Google, Facebook Inc, Apple Inc and Amazon.com Inc. But in a surprise move on Monday, French President Emmanuel Macron said he had a “great discussion” with U.S. President Donald Trump over the issue and said the two countries would work together to avoid a rise in tariffs until the end of 2020. Le Maire said the truce agreed by the two presidents was a “very positive starting point” but now Paris and Washington had to reach a compromise on how to tax digital activities at global level. He said he would discuss details of a possible “definitive” deal with U.S. Treasury Secretary Steve Mnuchin on Wednesday at the World Economic Forum in Davos, Switzerland. “It remains a difficult negotiation. The devil is in the details, and on many details we still need to find a common ground, but I think we are moving in the right direction,” Le Maire said in Brussels before a meeting of EU finance ministers where the EU's stance on digital taxation will be discussed. France's objectives in the talks remained to reach a “fair taxation of digital companies and minimum taxation at international level,” Le Maire added. ","{'neg': 0.075, 'neu': 0.889, 'pos': 0.036, 'compound': -0.9316}",-0.9316
EMERGING MARKETS-Assets battered as China virus fears mount; Rand hits one-month low,Jan 21 2020,"* China virus outbreak sends jitters through global markets * MSCI's EM stocks index set for worst day since Aug. 26 * South African rand weakens as IMF cuts growth forecasts By Shreyashi Sanyal Jan 21 () - Emerging market stocks and currencies took a beating on Tuesday as investors turned risk-averse on growing concerns over the coronavirus outbreak in China, while South Africa's rand hit a one-month low on a weak economic outlook. Market players across the globe were spooked after China reported a fourth death from the flu-like virus on Tuesday as the number of cases continued to rise and China confirmed the new virus could be spread through human contact. A basket of emerging market stocks fell 1.3%, putting it on course for its biggest one-day percentage decline in nearly five months. “The headlines around the virus outbreak in China is the one factor that has been affecting the larger equity market bulls today, particularly more for stocks than currencies,” said William Jackson, chief emerging markets economist at Capital Economics in London. China's stocks fell to two-week lows, leading losses among Asian equity markets, while the onshore Chinese yuan also slipped. MSCI's index of emerging market currencies shed 0.5%, with the South African rand leading declines. The currency touched its lowest level since Dec. 12, as the International Monetary Fund (IMF) on Monday lowered its growth forecasts for the South African economy in 2020 and 2021, citing structural constraints and deteriorating public finances. “Fiscal possession in South Africa looks particularly fragile especially after the government started to make upward revisions to debt projections late last year,” Jackson said. Africa's most industrialised economy is growing at a snail's pace, with power supply interruptions from struggling state utility Eskom contributing to low business confidence. In Russia, investors are expecting a new cabinet to be named later on Tuesday after the government resigned last week. The rouble traded 0.5% weaker to 61.8875 against the dollar. Currencies in parts of central and eastern Europe also fell, with Hungary's forint, Poland's zloty and the Czech crown easing against the euro. For GRAPHIC on emerging market FX performance in 2020, see  For GRAPHIC on MSCI emerging index performance in 2020, see  For TOP NEWS across emerging markets For CENTRAL EUROPE market report, see For TURKISH market report, see ","{'neg': 0.107, 'neu': 0.849, 'pos': 0.043, 'compound': -0.976}",-0.976
Sterling holds steady ahead of crucial labour market data,Jan 21 2020,"* Graphic: World FX rates in 2019  * Graphic: Trade-weighted sterling since Brexit vote  LONDON, Jan 21 () - Sterling held above $1.30 ahead of UK labour market data on Tuesday that, if disappointing, will provide a further signal that the Bank of England could cut interest rates next week. The pound has fallen in the past fortnight as investors hiked bets on a rate reduction by policymakers keen to boost an economy struggling to grow in recent quarters. According to a  poll of economists, average weekly earnings growth year-on-year for November is expected to come in at 3.4%, down slightly on the previous month. Employment is seen rising by 110,000 for the same month. The data is due at 0930 GMT. Money markets now price in a two-thirds chance of a BoE rate cut to 0.5% from 0.75% when policymakers meet next week. “If there's a bias in the UK rates market, it's for the pricing of a January cut to become a little less certain, while confidence increases that we will have seen one within a few months,” said Kit Juckes, an analyst at Societe Generale. “Sterling remains vulnerable in the short term, given positioning,” he added, referring to the net long position speculators have built up in the pound this year.” The pound was flat in early London trading, at $1.3017 . On Monday it had fallen to as low as $1.2962 after UK finance minister Sajid Javid said at the weekend that Britain would not commit to sticking to European Union rules in post-Brexit trade talks. ","{'neg': 0.091, 'neu': 0.845, 'pos': 0.064, 'compound': -0.6397}",-0.6397
Talks on digital tax with U.S. remain difficult - France's Le Maire,Jan 21 2020,"BRUSSELS, Jan 21 () - France's Finance Minister Bruno Le Maire said on Tuesday talks with the United States on the taxation of digital companies “remained difficult” despite a pledge from the two countries to avoid a trade war until at least the end of this year. Le Maire said the truce agreed on Monday by French President Emmanuel Macron and U.S. President Donald Trump was a “very positive starting point” but now the two countries had to reach a compromise on how to tax digital activities at global level. ","{'neg': 0.045, 'neu': 0.878, 'pos': 0.077, 'compound': 0.2144}",0.2144
UPDATE 1-UK Stocks-Factors to watch on Jan. 21,Jan 21 2020,"(Adds futures, news items) Jan 21 () - Britain's FTSE 100 index is seen opening 32 points lower at 7,619 on Tuesday, according to financial bookmakers, with futures down 0.4% ahead of the cash market open. * BP: Oil major BP Plc said its finance chief Brian Gilvary will be retiring after eight years in the role, with the announcement coming just two weeks before Bernard Looney takes over as chief executive officer. * EASYJET: British low-cost airline easyJet said its first-half winter performance would improve from last year, helped by robust travel demand and a slight easing of competition in the European short-haul flying market. * MEARS: Britain's Mears Group Plc said it was in advanced talks to sell its England and Wales Domiciliary Care business units that would affect about 1,500 jobs across 18 branches. * IG GROUP: British online trading platform IG Group Holdings said its first-half profit fell 10% as it struggled with stricter regulations in Europe and Britain that curbed trading in certain products. * TALKTALK: British broadband supplier TalkTalk said it had agreed to sell its fibre network, which initially built ultra-fast connections in the northern city of York, to Goldman Sachs-backed CityFibre for 200 million pounds ($260 million). * DIXONS CARPHONE: British retailer Dixons Carphone reported flat overall underlying revenue over the key Christmas period, with sales growth in electricals offset by falling mobile phone sales. * BHP: BHP Group,, the world's biggest miner, maintained its forecasts for full-year iron ore and thermal coal output, despite production of the latter being hit by the Australian bushfires. * STAGECOACH: British transport company Stagecoach is taking the government to court after it was excluded from bidding for rail contracts, in the latest clash between a private company and the state in the troubled rail franchising system. * SAVANNAH PETROLEUM: London-listed Savannah Petroleum told  on Monday it would consider oil and gas acquisitions in Nigeria opportunistically, calling a purchase completed late last year the starting kit for further expansion. * OIL: Oil prices fell nearly one percent on Tuesday as investors expected Libya's oil production to eventually resume following a force majeure declared by the oil exporter on two major oilfields amid a military blockade. * IRONORE: Steel futures in China slipped after four straight sessions of gains on concerns over slowing housing demand and the potential economic fallout from an outbreak of a new flu-like coronavirus in the country. * GOLD: Gold prices rose to a two-week high as the virus outbreak stoked fears of a wider epidemic that could hamper economic growth, sparking a sudden bout of risk aversion and sell-off in Asian stocks. * Recurring fears of a hard Brexit and bets that the Bank of England will cut interest rates hit London's FTSE 100 on Monday, while premium tonic water maker Fevertree endured its worst day ever. > Financial Times ","{'neg': 0.067, 'neu': 0.864, 'pos': 0.069, 'compound': 0.296}",0.296
Russian Jehovah's Witness gets suspended sentence for extremism - spokesman,Jan 21 2020,"MOSCOW () - A court in the Russian Far East on Tuesday handed a six-year suspended jail sentence to a Jehovah's Witness, Grigoriy Bubnov, after finding him guilty of extremist activity, a spokesman for the religious group said. Jehovah's Witnesses have been under pressure for years in Russia, where the dominant Orthodox Church is championed by President Vladimir Putin. Orthodox scholars have cast them as a dangerous foreign sect that erodes state institutions and traditional values, allegations they reject. Russia's Supreme Court ruled in 2017 that the group was an “extremist” organization and ordered it to disband, a decision that was followed by a crackdown which has seen dozens of adherents detained and hundreds hit with criminal charges. Prosecutors had asked the court to sentence Bubnov, 54, to seven years in prison, accusing him of organizing the activities of the local Jehovah's Witnesses, something he denied.  Jarrod Lopes, a spokesman for the group, said on Tuesday the court had opted for a suspended six-year jail sentence instead. He said Bubnov would look into appealing. The court could not immediately be reached for comment. Although Bubnov escaped a custodial sentence, Lopes said being convicted as an ‘extremist' could restrict a person's finances and adversely affect his or her employment options.  ","{'neg': 0.171, 'neu': 0.769, 'pos': 0.06, 'compound': -0.9753}",-0.9753
"RPT-China shares hit 2-week trough as virus fears heighten, yuan softens",Jan 21 2020,"(Repeats to yuan named item code) * Blue-chips drop 1.6%, Hang Seng falls 2.3% to Jan. 8 lows * Shanghai shares lowest YTD; Yuan hits 1-week bottom * Airlines, casino stocks down but drugmakers climb * China confirms 4 deaths, spread of new virus before long holiday HONG KONG/SHANGHAI, Jan 21 () - China's stocks fell to two-week lows and the yuan retreated from six-month highs on Tuesday as worries grew about a new virus that has killed four people so far, after authorities confirmed it spread through human contact. The new virus broke out just ahead of the Lunar New Year holiday - between Jan. 24 and 31 - from the central city of Wuhan to Beijing, Shanghai and other cities, with more than 200 cases reported so far. “The ultimate fear is that this may spread with the tremendous human flow during the holiday,” said Alex Wong, managing director at Ample Finance in Hong Kong. “The selling originated in travel related stocks and is now spreading out.” The Shanghai market ended down 1.4%, hitting its lowest point so far this year and paring gains made on the back of investor optimism after the U.S.-China interim trade deal. Chinese blue-chip stocks shed 1.7% and Hong Kong's benchmark Hang Seng Index lost over 2% - both lingering around their lowest levels since Jan. 8. Shares of airlines, cinema and casino operators fell. But drugmakers across Chinese exchanges gained. The CSI 300 healthcare index rose 0.6%. Remarks by Chinese President Xi Jinping to make curbing the outbreak a top priority drew investors' attention to the depth of the crisis, adding to selling pressure, said an onshore-based broker. The virus evoked memories of the 2002/03 outbreak of Severe Acute Respiratory Syndrome (SARS), which also originated in China and killed hundreds globally. But Zhang Qi, a Shanghai-based analyst at Haitong Securities, said the Wuhan virus does not yet warrant a sell-off. “We have more experience in dealing with diseases,” he said. “We will need to watch whether it spreads further, but so far the scale is not that big.” YUAN U-TURN Risk-off vibes also pushed the Chinese currency lower. The onshore yuan lost about 0.4% to 6.8973 per dollar. It fell as much as 0.5% in offshore trading - past the 6.9 per dollar handle for the first time in almost a week. The currency was on a tear earlier this month as China pledged to refrain from competitive devaluation, in a major de-escalation of trade tensions with Washington. “Currently, (the Wuhan) virus might be the only reason explaining why market sentiment has changed all of a sudden,” a trader at a foreign bank in Shanghai said of the yuan's U-turn. Several traders in Shanghai said the trade deal-inspired appreciation was overdone, while noting that dollar demand usually rises among Chinese households and companies near the Lunar New Year for payments and overseas trips. ","{'neg': 0.119, 'neu': 0.816, 'pos': 0.065, 'compound': -0.983}",-0.983
"China shares hit 2-week trough as virus fears heighten, yuan softens",Jan 21 2020,"* Blue-chips drop 1.6%, Hang Seng falls 2.3% to Jan. 8 lows * Shanghai shares lowest YTD; Yuan hits 1-week bottom * Airlines, casino stocks down but drugmakers climb * China confirms 4 deaths, spread of new virus before long holiday (Updates index performance) HONG KONG/SHANGHAI, Jan 21 () - China's stocks fell to two-week lows and the yuan retreated from six-month highs on Tuesday as worries grew about a new virus that has killed four people so far, after authorities confirmed it spread through human contact. The new virus broke out just ahead of the Lunar New Year holiday - between Jan. 24 and 31 - from the central city of Wuhan to Beijing, Shanghai and other cities, with more than 200 cases reported so far. “The ultimate fear is that this may spread with the tremendous human flow during the holiday,” said Alex Wong, managing director at Ample Finance in Hong Kong. “The selling originated in travel related stocks and is now spreading out.” The Shanghai market ended down 1.4%, hitting its lowest point so far this year and paring gains made on the back of investor optimism after the U.S.-China interim trade deal. Chinese blue-chip stocks shed 1.7% and Hong Kong's benchmark Hang Seng Index lost over 2% - both lingering around their lowest levels since Jan. 8. Shares of airlines, cinema and casino operators fell. But drugmakers across Chinese exchanges gained. The CSI 300 healthcare index rose 0.6%. Remarks by Chinese President Xi Jinping to make curbing the outbreak a top priority drew investors' attention to the depth of the crisis, adding to selling pressure, said an onshore-based broker. The virus evoked memories of the 2002/03 outbreak of Severe Acute Respiratory Syndrome (SARS), which also originated in China and killed hundreds globally. But Zhang Qi, a Shanghai-based analyst at Haitong Securities, said the Wuhan virus does not yet warrant a sell-off. “We have more experience in dealing with diseases,” he said. “We will need to watch whether it spreads further, but so far the scale is not that big.” YUAN U-TURN Risk-off vibes also pushed the Chinese currency lower. The onshore yuan lost about 0.4% to 6.8973 per dollar. It fell as much as 0.5% in offshore trading - past the 6.9 per dollar handle for the first time in almost a week. The currency was on a tear earlier this month as China pledged to refrain from competitive devaluation, in a major de-escalation of trade tensions with Washington. “Currently, (the Wuhan) virus might be the only reason explaining why market sentiment has changed all of a sudden,” a trader at a foreign bank in Shanghai said of the yuan's U-turn. Several traders in Shanghai said the trade deal-inspired appreciation was overdone, while noting that dollar demand usually rises among Chinese households and companies near the Lunar New Year for payments and overseas trips. ","{'neg': 0.12, 'neu': 0.814, 'pos': 0.065, 'compound': -0.983}",-0.983
Italy - Factors to watch on Jan. 21,Jan 21 2020,"The following factors could affect Italian markets on Tuesday.  has not verified the newspaper reports, and cannot vouch for their accuracy. New items are marked with (*). For a complete list of diary events in Italy please click on . Former premier Matteo Renzi's Italia Viva (IV) party has submitted a proposal to modify in parliament a law decree that lowers compensation payments due to concession holders which are stripped of the contract after failing to meet contractual obligations, Il Messaggero reported, quoting an IV party source as saying the proposal would in all likelihood be rejected. The paper also quoted a source working on the possible revocation of Autostrade's motorway concession as saying the government may take a decision on the matter on Jan. 30 or 31. Moody's has affirmed its Ba3 corporate family rating on Nexi, changing its outlook to stable from positive due to the expected significant increase in adjusted gross leverage following the fully debt-funded acquisition of Intesa's merchant acquiring business. The bank's board will examine on Tuesday a list of candidates for its renewal compiled by Egon Zehnder, which it wants to submit shortly to the ECB, Il Sole 24 Ore, MF and Corriere della Sera reported. CEO Giuseppe Castagna is expected to be confirmed in his job together with another 6-7 current directors while former Monte dei Paschi Chairman Massimo Tononi is set to join as the bank's new chairman, Il Sole said. Binding offers for a 300 million euro real estate asset portfolio put up for sale by the state-owned bank are expected on Friday, Il Sole 24 Ore reported, adding that DEA CAPITAL , Hines and Ardian could be in the race in addition to Blackstone, which had already submitted its binding bid. A decision by the EU Commission on an Italian plan to help Monte dei Paschi shed 11-12 billion euros in impaired debts could arrive on Feb. 7 when the bank's board meets to approve full-year results, MF reported. (*) MONTE DEI PASCHI, BANCO BPM, INTESA SANPAOLO, UNICREDIT, UBI BANCA The sale of troubled energy company Sorgenia from creditor banks to F2i-Asterion is expected to close in March after a binding accord later this month or in the first week of February, Il Sole 24 Ore reported quoting Sorgenia Holding Chairman Angelo Barbarulo. A pool of banks led by Intesa and Banco BPM have signed a $260 million financing agreement to support Italian apps maker Bending Spoons's offer for Californian social network Grindr, Il Messaggero reported. The Italian post office is one of the financers of Swedish start-up Tink which on Monday said it had raised 90 million euros, MF reported. Italian information technology and e-commerce group CHL said on Monday a court in Florence had declared the group bankrupt. Florence, Prime Minister Giuseppe Conte attends inauguration ceremony of the 2019-2020 academic year at Florence University (0945 GMT). Rome, Chamber of Deputies starts examination of law decree on Banca Popolare di Bari, due to be approved by Jan. 24 and then seek Senate approval. Rome, Alitalia temporary administrator Giuseppe Leogrande, trade unions (1530 GMT), Industry Minister Stefano Patuanelli due to speak before Senate Public Works Committee on Alitalia law decree (1700 GMT). Milan, court holds hearing on Vivendi and Simon Fiduciaria appeal on MediaforEurope resolution (MFE) (1400 GMT). For Italian market data and news, click on codes in brackets: 20 biggest gainers (in percentage)............ 20 biggest losers (in percentage)............. FTSE IT allshare index FTSE Mib index........ FTSE Allstars index... FTSE Mid Cap index.... Block trades.......... Stories on Italy...... IT-LEN ","{'neg': 0.041, 'neu': 0.894, 'pos': 0.065, 'compound': 0.8957}",0.8957
BP's finance chief Brian Gilvary to retire in June,Jan 21 2020,Jan 21 () - British oil major BP Plc said on Tuesday its finance chief Brian Gilvary will be retiring after eight years in the role at the end of June and will be succeeded by Murray Auchincloss. ,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.4215}",0.4215
